OriginalTweet,Attitude,Emotion,Link
"b'Dear @POTUS:\n\nPlease read this entire thread and see the folly of not actively protecting Ukraine. \n\nPutin will outlast your sanctions. Get that thru your head. \n\nAlso, WTF @McDonalds ?? Still open in E Russia https://t.co/RIaSHAKen5'",0,1,https://t.co/RIaSHAKen5
b'.@Biz_Ukraine_Mag so pleased by your follow. Much war news here. You may be interested in just launched "Russia War News" Telegram feed https://t.co/hprZzjmEKM and search engine: https://t.co/hvbRcS7YZU . We are exhaustively tracking the Russia War aggression. Pls let others know',1,0,https://t.co/hprZzjmEKM and search engine: https://t.co/hvbRcS7YZU . We are exhaustively tracking the Russia War aggression. Pls let others know
"b""@crockejo @HenriVanhanen I don't think Putin has the idea of \xe2\x80\x8b\xe2\x80\x8binvading other countries. The problem is that being Russia a great power, its neighbors can't have a foreign policy that could endanger it. The proximity of American missiles is a danger. Finland must not make the same mistake as Ukraine.""",0,0,#VALUE!
b"@timweekes @visegrad24 @IAPonomarenko Ukraine is as corrupt as Russia. We shouldn't be sending anything to these ungrateful fucks",0,1,#VALUE!
b"Every morning I wake up and for the first 5 minutes it seems to me that I dreamed about this war.  I say to myself: what kind of nonsense I dreamed?  Russia cannot attack Ukraine. WTF? It's like I attacked my brother",0,1,#VALUE!
b'@bfry1981 @RALee85 wow talk about fake news. Russia has loss less then 1K soldiers. Ukraine however has lost nearly 20K. Where do you get this stuff from?',0,1,#VALUE!
b'@StateDept @POTUS @Chinamission2un @mfa_russia @MFA_Ukraine Biden forking over 1 billion dollars of U.S. #TaxPayer #Money to Zenlensky to finance #UkrainianChineseEurope #NATOGlobalAlliance war with #Russia is creating a #Fascist state within #USA given #EconomicTrade between U.S. &amp; #China #Perpetuating #ENDLESSWAR https://t.co/C5jnAD86Dw',0,0,https://t.co/C5jnAD86Dw
"b""@ZelenskyyUa @BorisJohnson The United States and the European Union are committed to imposing the toughest sanctions on Russia in the wake of the Ukraine war.\nThe toughest sanctions are energy. Why does Russia supply 60% of Europe's energy?\nThe second option for energy supply, which country should you city""",1,0,#VALUE!
b'@armscontrol_rus @mfa_russia @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus Fake State Russia',1,1,#VALUE!
b'@mfa_russia @CHANEL @AmbRusFrance @franceonu @RussiaUN @RusBotschaft @RusEmbUSA @RusEmbassyUAE @RussianEmbassy @RusBotWien @mission_russian Maybe Russia should stop illegally invading and waging war against Ukraine then the world may change its opinion.',1,1,#VALUE!
"b""It's a bit sad that it's an extraordinary service to Ukraine to document the war as objectively &amp; scrupulously as possible, but Russia has made an enemy of the truth.""",0,1,#VALUE!
b'Gruesome evidence points to #WarCrimes  made by #Russia on roads outside #Kyiv - BBC News   #Ukraine #UkraineRussiaWar   https://t.co/d3q9ePEuLb',0,0,https://t.co/d3q9ePEuLb
"b""@andPowerless ME/Africa has the same issue. Tribalism. \n\nRussia has no legitimate concerns, let alone one that would justify invading and destroying. And no one was shooting at anyone until Russia invaded the Donbass in 2014. There's no defense of Russian aggression...\n\nhttps://t.co/FGtchdzVm8""",0,0,https://t.co/FGtchdzVm8
"b'@MSNBC @JoyceWhiteVance @TuckerCarlson So much lies&amp;fake news, Putin will never leave Ukraine&amp;getting his revenge from Obama for 8yrs putting useless sanctions on Russia. Now Putin is punishing Biden&amp;make his life miserable for rest of his presidency.What goes around comes around.'",1,0,#VALUE!
b'\xe2\x9a\xa1 Russian air defenses downed a Ukrainian Bayraktar drone.\n\n #ukraine_russia https://t.co/Cy2sBulVG4',0,0,https://t.co/Cy2sBulVG4
"b""Ukrainian photojournalist Maks Levin killed by Russian forces, according to Ukraine attorney general's office\xc2\xa0 https://t.co/X4IKbVdLHl @amy_cassidy1 @elizamackintosh Mariya Knight""",1,0,https://t.co/X4IKbVdLHl @amy_cassidy1 @elizamackintosh Mariya Knight
"b'@Buckweat16 If it is real - it is a warcrime. Both sides are committing war crimes, as happens in nearly all wars.\n\nHowever, what Russia is doing in Ukraine is a crime against humanity: genocide. https://t.co/1uadYHXbhI'",0,1,https://t.co/1uadYHXbhI
b'Russian Iskanders will ruin your day\n\nw local conventional multiple \n\nwarheads to nuclear cruise missiles\n\nRussia long ago looked at these \n\nforces v armor as its superior backup\n\nv NATO &amp; US America\n\n#Ukraine Kyiv Kiev #Saturday https://t.co/534UcqKQfw https://t.co/NlDAjFjYkK',0,0,https://t.co/534UcqKQfw https://t.co/NlDAjFjYkK
b'@okeyeze83 @okostel @firstladyship @DokunOjomo And you using Putin and Russia as an example is just dumb...Oga our story as ndi igbo is more relatable to Ukraine story than Russia',0,0,#VALUE!
b'Guardian:UK intelligence warned Thurs that #Russia was increasingly seeking out cyber targets as ground campaign in #Ukraine stalls. reports on Wed revealed #Russian hackers attempted to penetrate the networks of #NATO  and the militaries of some eastern European countries.',0,0,#VALUE!
b'Ukraine President Volodymyr Zelenskyy said in a video address to his country that Russian forces are leaving landmines in homes and streets.\n\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0\xc2\xa0 https://t.co/sMONY2ULC2',0,0,https://t.co/sMONY2ULC2
b"@MAGADALLAS1 I'm lost? So Russia didnt admit to bombings? U people have gone crazy. U apply ur left wing right wing American politics to foreign policy from completely different countries. U think since joe Scarborough supports Ukraine u must be against it. It's a very stupid take on things",1,1,#VALUE!
b'Street Art : Somewhere in Latvia \n\n#Ukraine #UkraineRussiaWar #UkraineWar #war #UkraineUnderAttack  #UkraineRussia #Russia #Ukrainian  #Russian #Kyiv @Ukraine https://t.co/wLDcxaiTOE',0,0,https://t.co/wLDcxaiTOE
b'@docvlad51 @EP_President @glagoljica_ Putin is where you should be pointing the blame. He has no right to invade Ukraine. It does not belong to Russia.',1,1,#VALUE!
b'@sbg1 I am determined to look at the horrific footage from Ukraine. Russia must be held accountable for all of the war crimes that have been committed by their marauding thugs who cosplay as a legit military.',1,1,#VALUE!
b'Western media clubs together to white-wash Ukrainian Neo-Nazis https://t.co/mYlt4r1NVU',0,0,https://t.co/mYlt4r1NVU
b'@ninadsheth @KofmanMichael Their political objectives were a Ukrainian vassal state and instead they birthed a Ukraine that is finally politically unified and defiantly anti-Russian/pro-western. Their war has been a catastrophe for Russia and the goals you mention are no where close to being achieved yet.',0,0,#VALUE!
b'can you blame them this is what they use in soviet\n#Ukraine  #Russia \nhttps://t.co/6wNnVpTJva https://t.co/NPX656iQib',1,1,https://t.co/6wNnVpTJva https://t.co/NPX656iQib
"b'Ukraine Asks European Nations to Close Border With Russia, Belarus | https://t.co/cbGUZ5u2Ql https://t.co/sNGxTjlyR9'",0,0,https://t.co/cbGUZ5u2Ql https://t.co/sNGxTjlyR9
b'@Praecursator007 Syria invasion is a US proxy war on Russia on one front and NATO pushing up to Russia through Ukraine is another .',0,0,#VALUE!
"b""Possible solutions: a) keep NATO prospects open even if membership can be postponed, b) enhance UA's cooperation with NATO c) prepare bi-/multateral security agreements btw Ukraine and partners, but with limited number of states having commom denominator. Russia excluded 6/7""",0,0,#VALUE!
"b'@fergie_grey @Muinchille A bit like Ukraine and Russia then, eh?'",0,1,#VALUE!
"b'Ukraine\'s ""non-aligned"" status can put at risk cooperation with NATO including a) arms supply, b) intelligence sharing, c) training. This can weaken Ukraine\'s security capabilities. Russia can use this to prepare another invasion 4/7'",1,0,#VALUE!
"b'LMAO people celebrating #Ukraine ""recapturing"" areas that Russia has no interest in and is just withdrawing from is like a frog celebrating because the bath is warming up. But then it keeps getting warmer, and finally the frog realises it was a cooking pot, not a bath. \n#Donbass'",0,1,#VALUE!
"b'VIDEO:\n\n#Russia|n #Mi28N Gunship destroying #Ukraine armour during night missions for witch this Gunship is prepared.\n\nSome report the Gunships in the video were the more evolved MI-28NM, but that is not the case because of the nose of the Gunship witch is quite different. https://t.co/7ZYPuXXIng'",0,0,https://t.co/7ZYPuXXIng
b'@armscontrol_rus @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus denazification of Russia ... soon',0,0,#VALUE!
"b'As the Russians retreated, they left mines and booby traps -- including some hidden in the bodies of dead civilians -- to slow the Ukrainians\xe2\x80\x99 pursuit, according to Ukrainian officers in different towns. @AndrewKramerNYT @NeilMacFarquhar  https://t.co/eko10aYFvD'",1,0,https://t.co/eko10aYFvD
"b'@ZelenskyyUa @IvanDuque @mfa_russia, even Columbia is friendly towards Ukraine. The world hates Russia.'",1,1,#VALUE!
"b""@markizaypeter Russia's crimes against Ukraine are a disgrace to human society, the perpetrators must be held accountable! You can help us, this battle is not only for Ukraine, but also for democracy around the world! Make the right choice, stay on the bright side!""",1,1,#VALUE!
b'Zelenskyy says retreating Russian forces are boobytrapping Ukrainian streets; US pledges military equipment: Live updates #SmartNews  https://t.co/cycLhEZivY',1,0,https://t.co/cycLhEZivY
"b""@Happy_kulayo Same in Nyeri\xf0\x9f\x98\xb3 sh*t is crazy... I don't know if this is purely effects of the Russia-Ukraine war, or there's some foul play here...""",0,0,#VALUE!
"b""Putting aside Abiy's fraud &amp; treachery, taking command of a nation 20 times your size is no easy feat.\n\nIt's like Ukraine taking control of Russia. Or Taiwan taking control of China. Or a Nepali dictator taking control of India. Absurd.""",0,1,#VALUE!
b'@RussianEmbassy @mfa_russia @RusembUkraine @RusEmbUSA @RusMission_EU @BBCWorld @SkyNews @ftworldnews @guardianworld @TelegraphWorld @spectator Yes you clearly are a direct threat -am sure dead women and children in ukraine would agree Mr lavrov',1,1,#VALUE!
"b'Escalate, Escalate, Exterminate.\nRussia vows to target British-made weapons https://t.co/rqjJCMCRlc @MailOnline'",0,0,https://t.co/rqjJCMCRlc @MailOnline
b'Politico: Trumpian Conservatives Hold An Emergency Meeting Over Russia-Ukraine War https://t.co/YE9de7NVX8',0,0,https://t.co/YE9de7NVX8
"b'12. Some users claim that pictures with executed civilians (above) are from Bucha #Ukraine &amp; that this town was occupied by #Russia \'s infamous paratroopers &amp; Kadyrov\'s Chechens, who some on Twitter said to act as ""internal control"" NKVD style troops https://t.co/wWutDehkMt'",1,0,https://t.co/wWutDehkMt
"b""Chancellor Scholz sharply attacks Russia's President Putin. \n\nDuring an appearance, #German Chancellor #Olaf #Scholz has accused #Russia 's President  #Putin of causing global damage with the Russian attack on #Ukraine.\n#Moscow #StopPutinNOW #FreeUkraine #StopPutin #EU #Germany https://t.co/tMPLGRMpeg""",0,0,https://t.co/tMPLGRMpeg
b"@pthomasgarcia And what's funny is you guys are even blowing up your own oil depots to frame Ukraine your getting so desperate not that Ukraine blowing up oil depots in russia is bad they have every right.",1,1,#VALUE!
b'@kiraincongress if john kenaddy was now president of usa and looked at this he would say putin you have 48 hour to get out of ukraine or i will nuke mascow just like he said about cuba 1963  take your misiles back to russia',1,1,#VALUE!
"b'Poor Puppet,Poor fool @ZelenskyyUa  @WhiteHouse  @Europarl_EN  #liars #Traitors #TraitorsToDemocracy  #nazisinukraine #nazis #disappointed #truth #TruthAtAllCosts #TruthMatters #Ukraine #UkraineCrisis  #Russian #Russia #Russians #WashingtonDC #EnemyOfThePeople  #IMPEACHBIDENNOW https://t.co/SblToZyuRm'",0,1,https://t.co/SblToZyuRm
"b""@armscontrol_rus @mfa_russia @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus I would agree this is a problem. So, why did #Russia #invade #Ukraine in the first place requiring them to get #weapons to defend themselves? It's on you, boys.""",0,1,#VALUE!
"b'Kim Iversen: Ukraine-Russia Is REALLY About The Demise Of US Hegemony, P... https://t.co/P1lWQOwRZI via @YouTube \n\nOur ""Leaders,"" or Fools in Control?\nExcellent Analysis by Kim Iversen!!!\nWATCH:'",0,0,"https://t.co/P1lWQOwRZI via @YouTube \n\nOur ""Leaders,"" or Fools in Control?\nExcellent Analysis by Kim Iversen!!!\nWATCH:"
"b'@vonderleyen EXCLUSIVE: China staged a huge cyberattack on Ukraine\xe2\x80\x99s military and nuclear facilities in the build-up to Russia\xe2\x80\x99s invasion, according to intelligence memos obtained by The Times #WakeUp'",1,0,#VALUE!
b'#RaviVisvesvarayaSharadaPrasad  https://t.co/9AUgCLqzoG Ukraine Says Regained Control Of "Whole Kyiv Region"',0,0,https://t.co/9AUgCLqzoG Ukraine Says Regained Control Of "Whole Kyiv Region"
"b'@meatballsubzero Hmm. To what extent do you agree or disagree with the Anatoly Karlin types that Russia went into this conflict with maximal territorial goals? That is, not just the Donbass, but annexing or puppetizing the entirety of Novorossiya, if not all of Ukraine?'",0,1,#VALUE!
b'@armscontrol_rus @mfa_russia @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus Thanks to Russia for all its donations to @DefenceU too https://t.co/tQsM4iqEnJ',0,0,https://t.co/tQsM4iqEnJ
"b'@MaxBoot He would be a great President to get Russia on the right track. I feel so sorry for the Russian people. I hate feeling such disdain for Russia for the brutality and cruelty of its military. I pray peace will come, but only if Ukraine is rebuilt and protected by UN peacekeepers.'",1,1,#VALUE!
"b'@zlj517 @GeromanAT Unlike Russia US didnt invaded its neighbours like Georgia, Ukraine, Chechenya. US uses economic sanctions as a deterrent'",0,1,#VALUE!
b'@armscontrol_rus @mfa_russia @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus Most Crucial mistake Why Russian Army did not think that making a provision for polond border and and nato arms supply there.!!!!',1,1,#VALUE!
"b'@JanezLenarcic Hello Janez. We Ukrainians have something to ask you. As you know, Ukraine has been attacked by russia, as a member of the European Commission, you can help. A help like not issuing visas for the children of Russian elite anymore would do the trick.'",1,1,#VALUE!
b'Once again double standards from PM???\n\nScott Morrison defends trade pact with India after its refusal to condemn Russia\xe2\x80\x99s invasion of Ukraine https://t.co/oLrS1r461T',0,0,https://t.co/oLrS1r461T
"b'@mbaram @EliseStefanik @NYChamber @BBBUpstateNY @UpstateNYUnited Two separate issues.  So you are ok with the POTUS selling out the country to China, enriching his family via Russia and Ukraine because it helps upstate NY?  Maybe her thought is we need to get rid of corruption and that will benefit the entire country'",0,0,#VALUE!
b'@LetsFreeTheCape There is no factual basis to claim that WC ppl predominantly support Ukraine over Russia.',0,0,#VALUE!
"b'Russians booby-trapping homes as they retreat, claims Zelenskiy https://t.co/iVQk6m3372'",1,1,https://t.co/iVQk6m3372
b'#Moscow #European #UkraineRussiaWar #RussiaWar #Putin #RussiaUkraineWar  \n#Kremlin #Poland #EU #Russia #Ukraine\n\nwere 15 women. Russians shaved beautiful women baldly by Nazi barbers for sexual crimes. https://t.co/wYhiFSJP3D',1,1,https://t.co/wYhiFSJP3D
"b'Poor Puppet,Poor fool @ZelenskyyUa  @WhiteHouse  @Europarl_EN  #liars #Traitors #TraitorsToDemocracy  #nazisinukraine #nazis #disappointed #truth #TruthAtAllCosts #TruthMatters #Ukraine #UkraineCrisis  #Russian #Russia #Russians #WashingtonDC #EnemyOfThePeople  #IMPEACHBIDENNOW https://t.co/rBOYmJBBxe'",1,1,https://t.co/rBOYmJBBxe
b'@armscontrol_rus @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus Lethal weapons! But what are you saying?! Are the weapons lethal! The irony is complete. Russia is executing all civilian men between 16 and 60 and let the bodies stay on the streets. And then Russia is crying like a baby that Ukraine gets lethal weapons.',1,1,#VALUE!
b'Sunday shows preview: Russia-Ukraine talks remain fruitless as invasion drags on https://t.co/hpwgwSBXuB https://t.co/mdq9G7o5dF',0,0,https://t.co/hpwgwSBXuB https://t.co/mdq9G7o5dF
b"Thanks for buying Putin's gas &amp; oil. Thanks for supporting Nord Stream 2 to pay more bloody money for Russia. Blood of Ukrainian people is forever on your hands @Bundeskanzler @OlafScholz @Europarl_EN @ICRC #RussianWarCrimes #Ukraine #UkraineRussiaWar https://t.co/rEMWaQzkWn https://t.co/3ATxmtw9OJ",1,1,https://t.co/rEMWaQzkWn https://t.co/3ATxmtw9OJ
"b'Yet Russia invaded Ukraine multiple times between 1917-1922, forcing Ukraine into Soviet Union. Russia invaded Ukraine in 2014. Russia invaded Ukraine in 2022. Russian tsars and empresses\xe2\x80\x94and now presidents\xe2\x80\x94have tried to wipe Ukrainian culture from history books for centuries.'",1,0,#VALUE!
b'@armscontrol_rus @mfa_russia @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus This is profitable for arms manufacturers.',1,1,#VALUE!
b'Really?!\xe2\x80\xa6.. Russia the punk ass \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x91\xba\xf0\x9f\x87\xba\xf0\x9f\x87\xb8 https://t.co/V9npAgtUeQ',0,0,https://t.co/V9npAgtUeQ
b'@nebraskaredrose Maybe #Ukraine should liberate @Russia. There sure are a lot of people acting like Nazis there.',0,1,#VALUE!
b'@sumlenny @AlexKokcharov @NATO @NATOpress @UNHumanRightsUA @UN \n@POTUS @10DowningStreet\n\nRussia perpetuates war crimes against civilians in Ukraine . Step up pressure further and take action against #WarCrimes #Putin #putinswar',1,1,#VALUE!
b'@IAPonomarenko @VolunteerReport Incredible killers &amp; robbers!\nAnd why is the post office in Ukraine are taking all the stuff they stolled from Ukrainians to send it in Russia in the first place ?',0,1,#VALUE!
b'Viewing the #WarCrimes in #Ukraine by Russia a "respected" member of the #UN &amp; a member of it\'s security council it\'s time for this organisation to apply for chapter 11. You lost your mandate of humanity. NEVER AGAIN you said. Really? Moral #bankruptcy https://t.co/rsk35vIxcl',1,1,https://t.co/rsk35vIxcl
b'@OgbennaDivine @Qdpaper2 @OmoIyaRisi @BankyW \xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3so for your mind Ukraine is defeating Russia? Too much CNN is bad for you guy\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0,1,#VALUE!
b'@armscontrol_rus @mfa_russia @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus I personally trust the UAF more with these weapons than so many others...',0,1,#VALUE!
"b'The venue for a meeting between #Russian President Vladimir Putin and #Ukrainian counterpart Volodymyr Zelenskyy would most likely be #Turkey, Interfax Ukraine reported citing a Ukrainian negotiator.\n\n#Russia #Ukraine #Putin #Zelensky https://t.co/hQGQMnx8fG'",0,0,https://t.co/hQGQMnx8fG
"b'@TomiBoooca12 @Badenoch @trussliz And who was on the islands to be \xe2\x80\x98invaded\xe2\x80\x99? Even so that was over 120 years ago, Russia invaded Ukraine last month\xe2\x80\xa6'",1,0,#VALUE!
b'Russia-Ukraine war latest: Ukrainian troops retake entire Kyiv region; protest in occupied town violently dispersed \xe2\x80\x93 live https://t.co/GwlunZs593',0,0,https://t.co/GwlunZs593
b'@ZelenskyyUa @BorisJohnson Dialogue or war\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3. Comedian Russia will be the end of you. Ukraine are not standing with you. They want peace.',1,1,#VALUE!
"b""@KatalinNovakMP Russia's crimes against Ukraine are a disgrace to human society, the perpetrators must be held accountable! You can help us, this battle is not only for Ukraine, but also for democracy around the world! Make the right choice, stay on the bright side!""",1,1,#VALUE!
b"Belarus played key role in Russia's invasion of Ukraine. The country allowed missiles to be fired from its soil &amp; served as the staging ground for Russian troops as they prepare to invade Ukraine.\n\nUkraine Asks European Nations to Close Border With Russia. https://t.co/zH8BbCnYjn",1,0,https://t.co/zH8BbCnYjn
b'@ManevychElena Moldovan goverment! Are you serious neutral to sanctions? Today Russia destroy Ukraine. And who know who will be the next if we don\xe2\x80\x99t stop aggressor today. @sandumaiamd @nicupopescu @natgavrilita @MihaiPopsoi @MihovSergiu @SMuresan @dumitru_alaiba @cgherasimov @grozaiulian',1,1,#VALUE!
b'Next on the news probably russia accusing ukraine of using aimbot or something. https://t.co/XAGB5zaJrd',1,1,https://t.co/XAGB5zaJrd
"b'@NeverTrumpTexan Russia may want to win, Ukraine must win.'",0,0,#VALUE!
"b""@kronopy @tinso_ww Indeed the Facepalm is needed today. Ukraine Generals fired by Zelensky, SBU heads fleeing to Poland. Mayor's and Deputy Mayor's switching to Russia. Zelensky himself in Poland while the Ukrainian army commits mass suicide. Facepalm\xf0\x9f\x98\x82\xf0\x9f\x98\x82""",0,0,#VALUE!
"b'Ukraine war: Kyiv claims Russia mining areas, firing on civilians | Top\xc2\xa0points https://t.co/vWUHGF9pM0'",1,0,https://t.co/vWUHGF9pM0
b'Zelenskyy says retreating Russian forces are boobytrapping Ukrainian streets: Live updates - USA TODAY https://t.co/y2mp9ibJri via @GoogleNews',0,0,https://t.co/y2mp9ibJri via @GoogleNews
b'@idreesali114 @IntelCrab Putin moving tanks south. training Assad\xe2\x80\x99s men in Russia who volunteered to fight in Ukraine. Russia bombing Ukraine railways. Russia telling Russia\xe2\x80\x99s gullible people that Russia warned the separatists that Ukraine and US coating bank notes with a biological substance.',1,0,#VALUE!
b"@AnonOpsSE When will Ukraine start to bomb Russia ????\nThat's what I want to know.",1,1,#VALUE!
b'@GicAriana @olgatokariuk Russia wants to cut off foreign aid to Ukraine',0,0,#VALUE!
"b""@JackApp39893921 @sssmirnov That's the point, I do my research for more than a week already, literally nonstop, in the big picture this Interviews are just a tiny pixel, there is so much evidence speaking for Russia, Ukraine soldiers do photos and videos too, but all of them prove Russia right aswell""",0,0,#VALUE!
"b'Poor Puppet,Poor fool @ZelenskyyUa  @WhiteHouse  @Europarl_EN  #liars #Traitors #TraitorsToDemocracy  #nazisinukraine #nazis #disappointed #truth #TruthAtAllCosts #TruthMatters #Ukraine #UkraineCrisis  #Russian #Russia #Russians #WashingtonDC #EnemyOfThePeople  #IMPEACHBIDENNOW https://t.co/vrXO9uJAkh'",1,1,https://t.co/vrXO9uJAkh
"b""World War 3 risk \xe2\x80\x98high' as China, North Korea and Iran exploit West's 'diverted attention' #SmartNews  https://t.co/PZQwDWQ2Ns""",0,0,https://t.co/PZQwDWQ2Ns
"b""Moscow's Support for Minsk 'Absolute', Attack on Belarus Would Be Equal to Strike on Russia: Kremlin https://t.co/Ajp66nbdim""",0,0,https://t.co/Ajp66nbdim
"b'@KSergatskova Russia underestimated Ukraine, sent poorly led troops who thought they were on a training exercise!\nDefending your home creates a different kind of soldier, as Russia is finding out the hard way.'",1,1,#VALUE!
"b""#RESIST \xf0\x9f\x8c\x8a\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\nPutin's a war criminal, mass murderer.\nRussia behaves like what they're doing to Ukraine is justifiable. That stance is insane!\nRussia must be stopped, shamed, brought to justice for wanton, inexcusable destruction carried out in Ukraine.\xf0\x9f\x87\xba\xf0\x9f\x87\xa6\n\xe2\xac\x87\xef\xb8\x8f\nhttps://t.co/8NHGeKltfc""",1,1,https://t.co/8NHGeKltfc
"b'An important interview to understand the Russian perspective. By qualifying defeat in Ukraine (undefined) as an existential threat to Russia, escalation seems the only possible outcome. Very concerning. https://t.co/e6GmxNmpVz'",0,0,https://t.co/e6GmxNmpVz
"b'@BluSkyDweller @falskaltruist @annventor @visegrad24 Russia invaded Ukraine. If you defend that, you defend Russias right to do whatever they please. Use your brain.'",1,1,#VALUE!
b'@armscontrol_rus @mfa_russia @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus Stop trying to divide the US from the rest of the \xf0\x9f\x8c\x8e. We all stand with \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 because \xf0\x9f\x87\xb7\xf0\x9f\x87\xba is committing war crimes in \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 #PutinIsaWarCriminal https://t.co/LeSYXUqwnp',1,1,https://t.co/LeSYXUqwnp
b"@POTUS Ukrainian presidential adviser calls for heavier weaponry as Russia shifts military focus (CNN)\n\nPutin's Criminal War is at a critical juncture that could result in the REMOVAL of Putin! \nThe US &amp; NATO MUST give Ukraine EVERYTHING it needs to CRUSH Russia!!! https://t.co/GVA51Csco5",1,1,https://t.co/GVA51Csco5
"b'@SecBlinken \n@SecDef \n@POTUS \nBlind Russia. Geolocate their launch sites, feed them to Ukraine; hack Russian coms.. eliminate their missile threats before Irpin, Kiev, Lugansk, Kharkiv become Grozni. We cannot let the frustrated Assassin &amp; demagogue Putin destroy all of Ukraine.'",1,1,#VALUE!
"b'Zelenskyy: Retreating Russian forces leaving mines around homes, bodies\nhttps://t.co/jm5E29so89'",0,0,https://t.co/jm5E29so89
"b'@GerardAraud A hypothetical, what if Russia is faced with loss of half (or more) of it\xe2\x80\x99s Army\xe2\x80\x99s total combat capability by Victory Day May 9th ?\n\nTheir forces in Ukraine are capable only of defense by then, with surrenders increasing.\n\nWith these future facts, what will Russia do ?'",0,1,#VALUE!
"b""@ProfPaulPoast And again, wouldn't the autocephalization of the Kyiv Patriarchate represent a religious schism that would create exactly the sort of conflict we're now seeing between Russia and Ukraine?""",0,1,#VALUE!
b'@RussianEmbassy @mfa_russia @RusembUkraine @RusEmbUSA @RusMission_EU @BBCWorld @SkyNews @ftworldnews @guardianworld @TelegraphWorld @spectator Correction #Lavrov \n\nThis is your #russian practice in the ukraine! https://t.co/J7mchK0Z5Y',1,1,https://t.co/J7mchK0Z5Y
b'General Qamar Bajwa is Standing Against Russia and Putin Over Ukraine https://t.co/9nCscWeRWJ via @YouTube',0,0,https://t.co/9nCscWeRWJ via @YouTube
b'A Belarusian battalion fights in Ukraine \xe2\x80\x98for both countries\xe2\x80\x99 freedom\xe2\x80\x99 https://t.co/rNnJZ6xviB',0,0,https://t.co/rNnJZ6xviB
b'Via Euronews: Ukraine war: Fuel depot in Russia ablaze as Moscow blames Kyiv for attack on its territory\nhttps://t.co/JTm3PvSiqk',1,0,https://t.co/JTm3PvSiqk
"b""They are playing the long game, more missiles and less men, of whom they're running out of. Ukraine must go on offensive more often, striking inside Russia more. Let Moscow feel the terror of missiles. Putin is an evil criminal and must be removed asap. https://t.co/duL8JXBfqa""",1,0,https://t.co/duL8JXBfqa
"b'@funkierbasil @uamemesforces I see you got no family both in Ukraine and Russia, that lives everything in first person.'",0,0,#VALUE!
"b'@benyameenjelly @ragipsoylu Agreed but that only push Round 2 farther into the future.  In the end, Russia is bigger than Ukraine, it will be just a matter of time before they try again (unless Ukraine joins NATO).'",0,0,#VALUE!
"b'@IAPonomarenko It must be because the soldiers from the eastern side of Russia who were sent to Ukraine, were not used to good living conditions. I read they were shocked by how wealthy Ukraine was compared to were they came from. A frying pan is probably an interesting thing for them to see.'",1,0,#VALUE!
b'@AseyevStanislav Mother Russia should weep for the systemic murder of her civillian brother Slavs in Ukraine today.',1,1,#VALUE!
"b'@mfa_russia @TokayevKZ @Rfembkazakhstan @KremlinRussia_E @MFA_KZ @Kazakhstan @AkordaPress @primeministerkz @KazBrussels @KazEmbassyIndia @kazembassyEst ""Current issues.""  Like Putin\'s illegal, barbaric invasion of Ukraine . . ?'",1,1,#VALUE!
"b'@FC77991 It is a beautiful water colour, I will try to track down the source!\n\n#StandWithUkraine\n#Ukraine\n#Russia\n#PutinsWar #NotoWar \n\nhttps://t.co/YeYnkQaJr0'",0,0,https://t.co/YeYnkQaJr0
